Tick,Active_Agents,Compute_Time_sec,CPU_Usage_percent,RAM_Usage_MB,Routing_Queue_Size,Routes_Per_Sec
398,50,0.0,28.5,164.70703125,0,0.0
399,50,0.0,54.3,164.70703125,0,0.0
400,50,0.0,63.8,164.70703125,0,0.0
401,50,0.0,64.8,164.70703125,0,0.0
402,50,0.0,93.3,164.70703125,0,0.0
403,50,0.0,67.5,164.70703125,0,0.0
404,50,0.0,49.1,164.70703125,0,0.0
405,50,0.0,46.9,164.70703125,0,0.0
406,50,0.0,33.5,164.70703125,0,0.0
407,50,0.0,55.9,164.70703125,0,0.0
408,50,0.0,91.9,164.70703125,0,0.0
409,50,0.0,59.0,164.70703125,0,0.0
410,50,0.0,53.1,164.70703125,0,0.0
411,50,0.0,31.2,164.70703125,0,0.0
412,50,0.0,59.5,164.70703125,0,0.0
413,50,0.0,46.2,164.70703125,0,0.0
414,50,0.0,41.5,164.70703125,0,0.0
415,50,0.0,50.0,164.70703125,0,0.0
416,50,0.0,32.9,164.70703125,0,0.0
417,50,0.0,38.1,164.70703125,0,0.0
418,50,0.0,45.9,164.70703125,0,0.0
419,50,0.0,41.2,164.70703125,0,0.0
420,50,0.0,35.6,164.70703125,0,0.0
421,50,0.0,25.3,164.70703125,0,0.0
422,50,0.0,31.4,164.70703125,0,0.0
423,50,0.0,26.8,164.70703125,0,0.0
424,50,0.0,34.6,164.70703125,0,0.0
425,50,0.0,31.6,164.70703125,0,0.0
426,50,0.0,27.0,164.70703125,0,0.0
427,50,0.0,28.5,164.70703125,0,0.0
428,50,0.0,23.3,164.70703125,0,0.0
429,50,0.0,28.8,164.70703125,0,0.0
430,50,0.0,23.1,164.70703125,0,0.0
431,50,0.0,30.0,164.70703125,0,0.0
432,50,0.0,22.2,164.70703125,0,0.0
433,50,0.0,23.6,164.70703125,0,0.0
434,50,0.0,27.0,164.70703125,0,0.0
435,50,0.0,27.8,164.70703125,0,0.0
436,50,0.0,28.7,164.70703125,0,0.0
437,50,0.0,31.3,164.70703125,0,0.0
438,50,0.0,32.5,164.70703125,0,0.0
439,50,0.0,26.1,164.70703125,0,0.0
440,50,0.0,26.4,164.70703125,0,0.0
441,50,0.0,27.5,164.70703125,0,0.0
442,50,0.0,24.2,164.70703125,0,0.0
443,50,0.0,29.1,164.70703125,0,0.0
444,50,0.0,22.3,164.70703125,0,0.0
445,50,0.0,25.6,164.70703125,0,0.0
446,50,0.0,32.1,164.70703125,0,0.0
447,50,0.0,24.5,164.70703125,0,0.0
448,50,0.0,27.4,164.70703125,0,0.0
449,50,0.0,25.0,164.70703125,0,0.0
450,50,0.0,28.7,164.70703125,0,0.0
451,50,0.0,33.1,164.70703125,0,0.0
452,50,0.0,32.3,164.70703125,0,0.0
453,50,0.0,38.6,164.70703125,0,0.0
454,50,0.0,22.2,164.70703125,0,0.0
455,50,0.0,24.5,164.70703125,0,0.0
456,50,0.0,20.9,164.70703125,0,0.0
457,50,0.0,24.2,164.70703125,0,0.0
458,50,0.0,22.2,164.70703125,0,0.0
459,50,0.0,19.6,164.70703125,0,0.0
460,50,0.0,21.7,164.70703125,0,0.0
461,50,0.0,38.2,164.70703125,0,0.0
462,50,0.0,45.5,164.70703125,0,0.0
463,50,0.0,39.4,164.70703125,0,0.0
464,50,0.0,45.3,164.70703125,0,0.0
465,50,0.0,38.9,164.70703125,0,0.0
466,50,0.0,21.3,164.70703125,0,0.0
467,50,0.0,22.5,164.70703125,0,0.0
468,50,0.0,22.9,164.70703125,0,0.0
469,50,0.0,20.8,164.70703125,0,0.0
470,50,0.0,27.4,164.70703125,0,0.0
471,50,0.0,20.3,164.70703125,0,0.0
472,50,0.0,30.4,164.70703125,0,0.0
473,50,0.0,17.9,164.70703125,0,0.0
474,50,0.0,20.3,164.70703125,0,0.0
475,50,0.0,19.7,164.70703125,0,0.0
476,50,0.0,26.3,164.70703125,0,0.0
477,50,0.0,21.3,164.70703125,0,0.0
478,50,0.0,38.9,164.70703125,0,0.0
479,50,0.0,35.0,164.70703125,0,0.0
480,50,0.0,34.0,164.70703125,0,0.0
481,50,0.0,38.0,164.70703125,0,0.0
482,50,0.0,31.0,164.70703125,0,0.0
483,50,0.0,22.8,164.70703125,0,0.0
484,50,0.0,32.5,164.70703125,0,0.0
485,50,0.0,22.4,164.70703125,0,0.0
486,50,0.0,20.4,164.70703125,0,0.0
487,50,0.0,22.8,164.70703125,0,0.0
488,50,0.0,20.9,164.70703125,0,0.0
489,50,0.0,46.5,164.70703125,0,0.0
490,50,0.0,39.9,164.70703125,0,0.0
491,50,0.0,40.1,164.70703125,0,0.0
492,50,0.0,29.3,164.70703125,0,0.0
493,50,0.0,24.1,164.70703125,0,0.0
494,50,0.0,31.6,164.70703125,0,0.0
495,50,0.0,25.8,164.70703125,0,0.0
496,50,0.0,41.8,164.70703125,0,0.0
497,50,0.0,25.2,164.70703125,0,0.0
498,50,0.0,19.5,164.70703125,0,0.0
499,50,0.0,19.5,164.70703125,0,0.0
500,50,0.0,20.1,164.70703125,0,0.0
501,50,0.0,22.0,164.70703125,0,0.0
502,50,0.0,20.0,164.70703125,0,0.0
503,50,0.0,26.2,164.70703125,0,0.0
504,50,0.0,22.0,164.70703125,0,0.0
505,50,0.0,20.9,164.70703125,0,0.0
506,50,0.0,20.8,164.70703125,0,0.0
507,50,0.0,26.2,164.70703125,0,0.0
508,50,0.0,23.0,164.70703125,0,0.0
509,50,0.0,18.5,164.70703125,0,0.0
510,50,0.0,27.8,164.70703125,0,0.0
511,50,0.0,19.6,164.70703125,0,0.0
512,50,0.0,35.0,164.70703125,0,0.0
513,50,0.0,23.9,164.70703125,0,0.0
514,50,0.0,20.1,164.70703125,0,0.0
515,50,0.0,25.2,164.70703125,0,0.0
516,50,0.0,19.5,164.70703125,0,0.0
517,50,0.0,23.4,164.70703125,0,0.0
518,50,0.0,19.5,164.70703125,0,0.0
519,50,0.0,18.9,164.70703125,0,0.0
520,50,0.0,25.5,164.70703125,0,0.0
521,50,0.0,18.9,164.70703125,0,0.0
522,50,0.0,20.8,164.70703125,0,0.0
523,50,0.0,18.9,164.70703125,0,0.0
524,50,0.0,22.8,164.70703125,0,0.0
525,50,0.0,20.9,164.70703125,0,0.0
526,50,0.0,26.4,164.70703125,0,0.0
527,50,0.0,25.3,164.70703125,0,0.0
528,50,0.0,20.9,164.70703125,0,0.0
529,50,0.0,24.8,164.70703125,0,0.0
530,50,0.0,20.9,164.70703125,0,0.0
531,50,0.0,25.3,164.70703125,0,0.0
532,50,0.0,22.2,164.70703125,0,0.0
533,50,0.0,28.5,164.70703125,0,0.0
534,50,0.0,31.4,164.70703125,0,0.0
535,50,0.0,36.7,164.70703125,0,0.0
536,50,0.0,23.9,164.70703125,0,0.0
537,50,0.0,20.6,164.70703125,0,0.0
538,50,0.0,25.8,164.70703125,0,0.0
539,50,0.0,21.7,164.70703125,0,0.0
540,50,0.0,23.4,164.70703125,0,0.0
541,50,0.0,30.1,164.70703125,0,0.0
542,50,0.0,29.1,164.70703125,0,0.0
543,50,0.0,25.0,164.70703125,0,0.0
544,50,0.0,23.1,164.70703125,0,0.0
545,50,0.0,22.9,164.70703125,0,0.0
546,50,0.0,26.4,164.70703125,0,0.0
547,50,0.0,40.0,164.70703125,0,0.0
548,50,0.0,34.8,164.70703125,0,0.0
549,50,0.0,28.1,164.70703125,0,0.0
550,50,0.0,24.5,164.70703125,0,0.0
551,50,0.0,21.0,164.70703125,0,0.0
552,50,0.0,22.6,164.70703125,0,0.0
553,50,0.0,22.8,164.70703125,0,0.0
554,50,0.0,21.8,164.70703125,0,0.0
555,50,0.0,22.9,164.70703125,0,0.0
556,50,0.0,27.2,164.70703125,0,0.0
557,50,0.0,21.9,164.70703125,0,0.0
558,50,0.0,22.9,164.70703125,0,0.0
559,50,0.0,24.1,164.70703125,0,0.0
560,50,0.0,23.6,164.70703125,0,0.0
561,50,0.0,24.1,164.70703125,0,0.0
562,50,0.0,22.2,164.70703125,0,0.0
563,50,0.0,34.0,164.70703125,0,0.0
564,50,0.0,28.1,164.70703125,0,0.0
565,50,0.0,21.4,164.70703125,0,0.0
566,50,0.0,21.7,164.70703125,0,0.0
567,50,0.0,22.3,164.70703125,0,0.0
568,50,0.0,21.7,164.70703125,0,0.0
